ACRES,POP_2010,POP_2000,Manure_P_kg_ha,P_Ag_Buffered,RNAT45,PDEV,PFOR,PWETL,Ag_P_Runoff,Ag_P_Erosion,Ag_Tile_SSF,PIUCN_IA,PIUCN_IB,Ag_P_balance_kg_ha
21942.33,4292,4188,0.448120214,71.94461702,71.1411896,11,57.9957733,0.3941007,0.857811815,0.032549586,0,0,0,1.010082699
20836.88,2513,2665,1.941928872,83.74973645,78.2410889,7,46.2132988,0.8381593,1.219691147,0.035306787,0,0,0,2.904267251
29255.76,6901,6445,3.675224738,82.00987842,84.2228012,14,63.0241127,0.5948477,1.441643019,0.055440321,0,0,0.354561224,3.76351161
18060.98,7309,6253,0.724690555,75.78409454,71.7882462,18,41.5107841,0.9961484,0.803652049,0.02339167,0,0,0,1.633484428
14822.04,524,365,13.87459687,59.48931051,68.3063049,7,44.7575073,2.3557374,5.413684263,2.261331547,0.00249062,0,0,12.85450843
20037.85,2048,1859,3.031404793,81.41654011,84.1269836,6,65.780632,1.1560372,0.998915468,0.007197089,0,0,9.844589109,3.281601689
20080.29,1024,1318,7.653319184,75.39842462,86.0934067,5,55.8710976,7.0120363,0.702548921,0.191868577,0,0,0,7.131766383
19311.91,20765,18850,2.347078667,66.96916226,53.9109612,42,29.5126095,0.1767499,1.611399867,0.044445239,0,0,0,3.577119203
33634.3,7723,6486,2.5840423,72.59047917,72.52491,14,48.9009132,0.9048963,4.742000128,0.769456687,0.018656549,0,0,4.514223957
23188.42,43222,22894,0.323850763,78.28793774,52.1969261,66,25.7831936,1.3393242,1.037557643,0.064434935,0.010430004,0,0,1.880175163
20080.01,9253,8428,0.820689957,84.45907675,74.5059967,18,45.362606,0.5753534,2.802859167,0.281126226,0,0,0,3.25714712
20052.69,19604,19694,0.647169299,68.05223469,49.0016899,45,40.4877892,0.5361661,0.572909681,0.066540514,0,0,0,0.877480086
9897.32,2520,2377,0.55307467,64.20927467,81.941124,13,71.6370239,0.0719473,0.70363526,0.016270211,0,0,0,0.749899616
39307.36,6941,6025,2.157726747,67.9635075,74.6281357,9,53.3017998,0.5338594,4.364775956,0.276959706,0.005023081,0,0,4.044944586
26524.68,27789,28645,0.260741386,83.02741899,71.3730927,39,47.9117966,0.501034,2.547249473,0.266783011,0,0,0,0.901463229
15416.35,5494,5505,0.856277626,86.05377907,80.3420715,14,47.3986359,0.2617271,1.913601872,0.156027711,0,0,0,3.479768966
33709.3,10350,8799,0.893931871,84.08432472,82.841713,13,53.4446907,0.2119302,1.037988111,0.063976096,0,0,0,2.01705226
18142.29,12967,13209,0.492742729,79.42499511,75.5292664,33,48.8097,0.4502171,1.752548884,0.138810194,0,0,0,1.107171406
21924.58,29723,27655,1.616893415,72.39615057,48.3568077,54,27.2642365,0.1583342,0.793352475,0.021645543,0,0,0,1.972326731
16165.55,517,412,0.457666695,60.9079118,85.7536774,4,83.3747406,1.9473888,0.66946481,0.017958446,0,0,0,0.622119965
21152.36,235,136,0.001667489,74.13793103,93.9115753,2,94.8574524,0,0.26978233,1.847216274,0,0,46.13479566,0.008952224
23621.07,2144,2043,1.783092723,60.44968669,79.6791153,6,78.3336487,0.0122457,0.865342322,0.16933744,0,0,0,1.818740839
22397.93,2973,2934,0.054156595,67.74475524,68.6899872,17,80.0540085,0.0039713,0.562366308,1.41263361,0,0,0,0.290749665
25143.07,19489,18798,0.57906952,73.57772436,61.6296844,45,30.0824184,0.3509394,1.28706933,0.075091573,0,0,0,1.630664404
10922.58,238,326,0.053832597,80.20833333,94.5742645,3,95.2648544,0,0.150031746,0.156932465,0,0,0,0.104223926
27558.58,5,0,0,75,98.9188156,0,99.3317032,0.0032285,0.750524741,0.836384501,0,0,0,0
18305.82,88,116,0.037282047,74.34402332,90.0563736,3,95.3577423,0.2005689,0.70921265,1.274305098,0,0,36.51483709,0.1829858
23781.8,375,348,0.126986119,38.32199546,94.3992538,4,94.1386032,0.0738753,0.636359972,0.87032431,0,0,1.555428975,0.173190463
17185.74,4615,4111,0.947850946,64.14366883,75.1192169,14,65.8219452,0.4402719,0.772840037,0.130942976,0,0,0,1.291875032
23836.77,6882,6272,2.625196034,61.02034011,65.2015762,14,45.4342117,0.5779478,4.26063589,0.404115982,0.006271825,0,0,5.17633274
19569.39,6787,5799,0.784016532,82.70513192,86.0160065,12,62.5088234,0.9472414,1.492582182,0.067362007,0,0,0,1.512355794
30408.91,19858,19416,0.494042794,84.73239437,78.8473129,29,55.9001198,0.3344961,0.673800837,0.047375126,0,0,0,0.71899435
29066.14,24531,22042,0.621162464,76.85146876,66.9766617,40,41.3775749,0.3398648,0.91568194,0.030176614,0,0,0,0.990062869
10193.87,5971,5575,0.420069724,36.49484536,31.080719,28,46.3004189,0.0742099,3.552358185,1.860394111,0,0,0,2.255221744
33094.9,10962,7750,0.600852009,83.58483945,84.1146164,18,58.8580627,0.679292,1.037735084,0.029758823,0,0,0,1.151544054
16506.46,11854,10459,1.038041274,64.71049878,61.6306725,34,32.167305,1.2974389,1.585338051,0.096154289,0,0,0,2.09144871
30368.57,24975,21885,0.743924148,66.58870256,61.6201553,34,33.3697357,0.4734647,1.271409829,0.087462811,0,0,0,2.094896357
19656.19,16046,13381,0.238598278,87.08791209,78.9233322,30,52.8218079,2.6716821,1.288390338,0.157658847,0,0,0,0.993581572
21391.08,5007,4367,6.154767148,65.37974684,62.4442673,12,40.157711,0.9552871,4.215995,0.35404541,0.000861747,0,0,7.540922412
20501.27,605,591,0.119158688,50.05675369,82.550705,5,91.1979446,0.1128191,0.275086457,0.187878633,0,0,0,0.189925501
14960.56,5296,4573,5.566464527,79.88950276,76.7229614,16,52.2640381,0.107739,1.044885744,0.070358883,0,0,0,5.291991527
28921.92,18797,7548,0.477657998,89.09012505,78.3461838,27,51.8446579,1.921924,1.10686344,0.064827595,0,0,0,2.136446113
25312.63,33990,29510,0.090119806,89.6948253,61.9023018,54,36.672287,0.8596147,1.248684735,0.142324351,0.009841871,0,0,0.375841756
25459.19,3029,2766,0.697416925,53.312,81.9199982,8,72.5197372,0.475522,0.665757342,0.136448573,0,0,0,1.33209867
20336.64,4455,3788,0.272765641,34.91007637,57.3897476,19,65.6749725,0.0634393,4.963559788,1.657939147,0,0,0,1.464392625
16435.64,686,627,0.118362471,83.23207776,92.268364,3,94.0709,0.0232139,0.451926201,0.338539703,0,0,0,0.229158581
36048.89,1810,1965,0.172502565,63.08360478,88.8661423,6,86.57164,0.2617397,0.675788602,0.16192906,0,0,0.002129838,0.338654489
21898.76,10885,10558,0.875024513,62.88829152,62.6492767,28,53.3410606,0.733986,0.717686694,0.08791269,0,0,0,1.186423068
18930.99,15283,7651,0.319524829,80.38694992,48.7697639,53,32.6742401,0.138119,0.429043359,0.013645061,0,0,0,0.587956871
28334.11,1437,1100,0.183449216,35.95403689,72.5800323,8,80.1237259,0,2.691505815,4.241136906,0,0,0,0.992446446
26796.43,894,1080,0.080651937,52.16763006,88.6815186,6,91.1381683,0.1967082,0.203358477,0.085772035,0,0,0,0.14231402
22090.22,11849,10935,0.313396036,24.77162816,39.0796432,27,54.0129089,0.0271857,3.177812219,2.817143808,0,0,0,1.682897828
27692.44,8736,7113,0.579018974,85.45067424,77.0451126,18,51.4610939,0.1916739,0.799956176,0.051543492,0,0,0,1.612936569
23558.08,7733,7076,7.331033596,67.37205365,68.0682907,17,44.1416397,0.1606972,1.859652613,0.078454548,0,0,0,6.967640906
25994.19,15816,16172,0.372224078,29.81688986,51.0832443,31,59.8937073,0.1463452,0.711881289,0.179927331,0,0,0,0.593283174
23954.81,1931,1956,0.102324361,53.16622691,89.4213181,7,90.5961151,0.0018559,0.871285251,1.031254915,0,0,0,0.198107602
11661.01,1,4,0,0,97.9914169,2,98.1270218,0,1.562877782,1.566028846,0,0,0,0
22653.58,3170,3033,0.473155654,51.49592022,80.5927048,9,81.3461304,0.0225893,0.989953617,0.892420094,0,0,0,0.916064672
23266.67,28,28,0.001923357,50,97.8473663,1,98.8262939,0,0.02228088,0.203622309,0,0,0,0.010325897
29952.63,2922,2497,0.468682515,12.82978723,40.2082253,11,59.8745461,0.0089292,3.85251277,2.54941106,0,0,0,2.516483784
34033.03,16787,10779,1.240750883,87.22729579,77.9753571,25,53.6589012,0.7055464,0.772138418,0.024898684,0,0,0,1.920378614
18044.03,11205,11177,0.745960168,77.06316653,79.2829514,28,51.07407,0.1114725,0.693799227,0.062875497,0,0,0,1.112255472
27862.83,8933,7887,1.401445366,82.49613747,77.1438751,15,39.483139,0.8088971,1.950081554,0.159880096,0,0,0,2.863843366
16663.26,8128,7491,0.992617972,75.26274043,70.4861908,21,35.2605934,0.4508241,1.046571596,0.057740113,0,0,0,2.78757678
18906.17,24659,24092,0.255959046,84.1168717,57.2832413,55,28.4120483,1.9592068,1.653123342,0.163998929,0,0,0,1.067468983
15766.72,8267,6902,3.190562967,67.46614643,71.7780151,24,46.9476471,1.2501062,4.273319617,0.715291122,0.17496586,0,0,7.263497851
21692.18,10243,10011,0.631176446,54.18727915,66.947937,21,65.9698181,0.2486054,0.603554694,0.075543805,0,0,0,1.222004724
9321.44,824,816,4.208373636,51.41078838,71.4935684,7,69.2140656,0.124108,0.981940204,0.115769666,0,0,0,3.99976837
17173.29,3533,3282,1.538362865,85.0295563,78.8777695,11,40.1671677,0.2037691,1.164481499,0.09178382,0,0,0,2.880604832
20882.07,15120,14111,0.223776699,15.66493138,26.9854832,41,45.6541595,0,2.661759427,2.569972101,0,0,0,1.20138646
22067.2,1557,1483,0.400303343,44.01767505,88.6110992,5,81.8026886,0.167364,0.44643385,0.025313884,0,0,2.624387766,0.542760932
12767.92,4450,3057,1.072950998,80.92796719,80.0562134,15,63.583271,0.5857872,2.978989334,0.263342408,0.007676764,0,0,2.115633007
28518.13,3315,3593,0.012523827,72.39366138,71.9936066,18,70.7804184,0.3666808,1.512663133,1.371652644,0,0,0.003926557,1.02541775
15345.31,8304,7385,0.541533501,58.88522043,54.314209,27,55.8026276,0.3623924,0.696072298,0.009695159,0,0,0,0.863062513
17844.02,1483,1440,3.92991195,58.58099983,67.9546127,7,69.6945877,0.0947395,1.227427405,0.112052778,0,0,0,3.738725717
28333.2,103,84,0.007334315,93.87755102,95.1813507,4,95.874115,0.081623,1.314198074,3.642941627,0,0,0,0.039519678
19485.02,6205,6116,0.995340489,53.45010616,76.9712601,14,63.3845444,0.0354104,0.585867584,0.078234197,0,0,0,1.417540829
33788.61,4203,3302,0.129784548,90.48697622,89.2200775,11,81.8140182,0.5127793,0.344591954,0.018237263,0,0,1.060845482,0.194205338
18093.1,8460,7128,0.920020474,85.18784184,80.7453384,19,48.5496292,0.3249031,1.118959696,0.058277243,0,0,0,1.888722911
17142.84,4653,4568,0.707247659,74.21734796,76.3281174,16,64.5841522,0.8902545,0.645757568,0.024016608,0,0,0,1.014208461
36665.7,10565,10362,2.040896637,87.23056826,83.216301,19,58.7466583,0.4694951,3.123254664,0.433620348,0,0,0,2.706170505
24380.08,5612,4449,1.351958084,84.21953306,85.1234283,13,56.4949951,0.7701574,1.205655254,0.087574068,0,0,0,2.369254869
18643.12,46074,23738,0.728146157,71.22623205,46.096653,61,23.286211,1.7778842,0.931125519,0.084737486,7.78979E-05,0,0,4.230891996
19824,18926,17708,0.415141995,74.28049979,62.2327232,44,36.2619362,0.7495428,0.671662176,0.027793756,0,0,0,1.112656244
18520.29,14682,14897,3.835765952,73.37980893,63.3649521,33,39.0164375,0.3104469,4.106338304,0.346602989,0,0,0,4.629788938
23949.07,33641,23008,0.614542217,78.4180791,32.5294418,70,18.4048996,0.156687,0.454503993,0.008342853,0,0,0,0.992379579
13119.13,5219,4868,0.611986412,82.23007219,79.5593491,17,52.9054794,0.3341004,1.80428072,0.202111621,0,0,0,2.55226968
17337.25,6893,6046,0.449310764,64.22396048,73.3245316,19,70.9710236,0.9380791,0.700357329,0.058661473,0,0,0,0.869899184
14878.75,149,208,0.041451051,87.15083799,98.078125,1,94.9494324,0.2752678,0.286959212,0.138356737,0,0,71.14560881,0.056697158
20234.72,2134,2065,0.132516637,38.34216503,70.2998962,8,83.1154404,0.0593752,2.582726818,2.157809424,0,0,24.63226092,0.711439991
10963.99,16068,15089,0.114162078,83.52941176,56.5983887,63,28.2966671,1.0846177,1.130703693,0.134958379,0.251160665,0,0,0.593793316
20678.93,38840,34771,0.290903429,88.28006088,60.3716965,52,35.8276024,0.6108413,1.38486931,0.145083603,0,0,0,0.916329685
33874.58,2513,2391,0.061852768,35.43441227,79.5866089,6,87.8327866,0.2343888,1.142446872,0.861977622,0,0,33.10141164,0.332067988
11309.63,4423,3263,8.713147408,72.5232806,70.4133987,17,40.4164352,0.1142542,2.046850992,0.073032338,0,0,0,8.281244589
11945.2,20207,16337,0.11406158,73.50800582,46.6761894,72,22.7639351,0.7401363,0.786519941,0.078555045,0.940896269,0,0,0.662754617
21284.58,25178,23725,0.715965084,77.37161198,59.0412941,53,32.5075951,0.0312345,0.611601978,0.052052245,0,0,0,0.995141902
30162.78,7047,6200,1.288258167,76.18514893,74.1047516,12,59.0892906,0.2146082,1.048056682,0.139889585,0,0,0,1.742002749
16914.48,3730,2827,1.535594813,57.98706435,63.6698952,14,32.5731239,0.8827404,1.757467416,0.10003401,0,0,0,3.536088123
33993.15,3031,3150,0.341126576,70.38626609,88.2702103,5,87.7076416,0.0523608,0.674156991,0.18847924,0,0,0,0.462524687
27079.93,6138,5266,6.06957137,74.44110276,75.2444839,11,45.8614578,0.50669,1.99776032,0.142938132,0,0,0,6.438499788
10511.12,10118,2827,0.172992419,85.57522124,67.009819,46,44.5253563,1.0045662,1.259281283,0.123348442,0.777178677,0,0,0.955452311
16974.1,9527,8873,0.750962518,85.01599837,73.9436646,26,39.4481812,0.2137509,2.065822267,0.162599427,0,0,0,2.114716464
21665.13,4724,3936,1.747888236,72.96420582,70.4959412,11,37.8476486,0.31873,1.433667147,0.106695484,0,0,0,3.293736094
18303.18,780,730,0.122085756,75.43520309,91.7559586,5,88.5640335,0.1591873,0.751813263,1.458042914,0,0,0,0.235868381
24641.95,4884,4555,0.506696273,59.0896921,77.1123581,11,77.9016724,0.4613787,0.628311663,0.198024306,0,0,0,0.981001814
15033.58,2963,2367,1.050134204,89.57423581,73.9729309,30,52.5695267,0.3326193,1.961757896,0.222423374,0.029458475,0,0,1.712788874
27909.61,1867,1660,0.597615819,80.91984231,89.9080048,6,82.6761017,0.0167396,0.784705637,0.149350494,0,0,0,0.820749978
10049.66,3021,2899,1.1354157,64.44731739,67.0599747,14,64.7030182,0.7482677,0.718458705,0.017116234,0,0,0,1.539480732
22753.9,6003,5700,0.064028021,38.87096774,69.2364655,15,80.8025665,0.0029384,0.77405285,1.715373593,0,0,0.001119932,0.343746233
14596.73,3774,3317,4.033964397,74.86642148,72.6559525,13,41.4399414,0.258169,1.685928502,0.130527022,0,0,0,5.9513431
26580.04,1230,1349,0.197734136,30.84415584,79.8720245,4,90.1169662,0.0635887,0.208455535,0.041450794,0,0,0,0.315165898
21572.77,6257,6359,0.695179709,63.72604819,73.067009,12,68.2544937,1.8587668,0.893033169,0.008400439,0,0,0,1.020661226
15953.89,5163,4754,0.545608959,59.81151128,77.5441666,16,71.1129074,0.3070867,0.378621377,0.019431788,0,0,0,1.049330435
12262.79,2402,2250,0.922034155,79.07313541,76.9208832,9,45.1438866,0.9294866,1.707450616,0.134448589,0,0,0,2.586806269
16902.84,12761,9959,0.165962677,76.02523659,34.1654053,68,18.2012482,0.2559199,0.827628065,0.05024311,0,0,0,0.457514577
12416.71,1806,610,0.794739384,85.75757576,59.1304359,51,36.9974403,0.0869422,1.436744822,0.22116615,0.189184947,0,0,1.30033842
17406.13,2750,2608,1.147174136,83.18216756,76.4799118,10,40.5646095,0.4241632,1.491250602,0.088610304,0,0,0,2.757873671
25774.57,135,207,0.002907136,70.09345794,93.2367477,4,94.6203461,0.0043148,0.616769591,0.986538439,0,0,23.50808844,0.088782671
17740.07,9847,9157,0.749073557,85.70186335,81.3344498,21,50.2780685,0.6527989,1.686652777,0.144052882,0,0,0,1.836525777
13351.11,1,0,0,100,99.6333694,0,99.4453735,0,0.116391449,0.005848516,0,0,0,0
20881.18,1715,1635,2.645140994,86.11624702,90.7327576,6,43.1313667,8.962945,3.265107072,0.036084234,0.016685571,0,0,0.27998822
28300.98,1815,1259,2.605055492,48.72686975,76.5693512,4,40.6364975,20.5959721,3.742622295,0.073492683,39.91659574,0,0,1.842788285
26219.67,3971,3055,0.003254489,20.48378796,71.5346069,12,85.0308762,0.0118749,1.023386412,0.974906626,0,0,0,0.085089341
10915.29,543,592,3.711629451,95.21780303,90.9250183,4,44.8094559,11.7342567,8.615169621,0.097933253,79.21425141,0,0,3.957492747
15285.46,601,577,2.708415974,94.33111687,93.886795,5,46.9616737,15.9729214,3.681857529,0.034222824,0.497758567,0,0,1.089450643
16915.56,604,574,2.614054347,92.45676438,92.0806885,5,55.2673874,4.8654752,2.319761548,0.054648517,0.178272741,0,0,2.137855962
12504.75,578,615,2.946653738,81.45469025,85.5503998,5,18.1035099,24.2190285,14.11495759,0.222441551,48.12832481,0,0,7.472613527
14368.28,477,536,0.152834004,94.6263644,94.7888412,5,63.7921257,2.74366,0.071534407,0.002628073,0,0,0,-0.020754268
14817.59,348,313,0.000549983,55.71428571,96.338028,1,97.9645157,0,0.023446435,0.04046919,0,0,0,-0.006617747
26689.15,1095,1045,0.0028237,69.18158568,87.0029297,8,88.4208832,0.0042486,1.337000687,1.148249889,0,0,0,0.073826268
12549.93,587,487,2.715056026,92.78219158,92.326683,7,43.5518036,20.3596725,5.899532765,0.076303082,62.69631377,0,0,2.940856558
18099.94,1505,1392,5.673803214,89.37632905,86.248642,5,29.7900352,17.2081909,4.623669345,0.042587813,0,0,0,4.473527129
12500.29,2269,2354,3.519221579,94.55547015,95.3414154,7,38.615078,21.7994366,5.597220679,0.07405162,77.91684552,0,0,3.234910506
20233.68,1823,1909,0.199747248,87.31287425,91.3127441,6,59.5303993,1.9860072,0.038979216,0.00086748,0,0,0,-0.012200827
17530.41,1236,1090,0.275873108,88.55762217,87.3213272,6,60.7302895,1.1682094,0.204539317,0.005400053,0,0,0,-0.086398279
20182.93,4516,4084,4.066615166,74.80556774,72.7905045,10,29.3374462,21.014061,6.925813483,0.090283065,75.44257944,0,0,3.71920922
16909.63,526,451,0.172962188,77.77003484,90.0778885,5,67.8454666,2.4868143,0.120835319,0.003428085,0,0,0,0.012192455
27201.92,11513,11464,0.177338111,87.66975309,83.8925018,16,59.0115204,3.1352725,0.134568532,0.005825043,0,0,0,-0.056725304
36329.06,102,115,0.59500975,81.20820513,82.894104,4,29.9695606,34.7092819,3.625314149,0.029716991,0,0,0,-1.78138509
13271.2,0,0,0,,97.778801,1,98.4669037,0,0.160396332,0.104645817,0,0,0,0
27691.25,278,230,0.002517639,79.17647059,94.8959198,4,91.4048386,0.0719768,1.328462585,0.582872072,0,0,0.007969114,0.064452392
24495.41,1105,946,4.154058472,82.44809157,84.6727066,5,33.8863716,16.3448696,4.036906777,0.058524211,0.756184195,0,0,1.670955169
13425.18,325,379,2.408041671,88.90242339,88.9295044,3,52.553463,15.135252,4.945815692,0.060990837,70.57817447,0,0,2.608309027
27551.96,802,896,4.783227499,91.47102359,91.4702682,3,36.4231491,11.8676138,4.822965534,0.064567334,0,0,0,1.924036161
24769.63,2550,2385,0.140521983,92.2277937,93.756485,8,65.0913773,2.0610287,0.036923747,0.000722892,0,0,0,0.045763192
7632.78,453,398,5.552894524,88.27042523,82.7436371,6,31.4609032,12.1941261,4.106267938,0.049383924,0,0,0,2.23363197
18570.22,806,685,0.399761286,89.19894154,87.1381989,7,60.4512444,0.0802707,0.39997585,0.007796355,0,0,0,0.30701197
24783.5,1835,1722,3.515272962,79.52271745,76.2156219,5,40.7205048,17.355751,6.760671216,0.073961057,52.22999338,0,0,3.111373326
28192.59,695,703,0.001769088,23.80952381,91.0890198,2,96.7810364,0.0031551,0.138670321,0.007914967,0,0,0,-0.021286788
15654.48,515,327,3.252869364,87.63887499,82.82164,8,21.3264637,31.9982262,5.110475379,0.089892983,21.46486246,0,0,4.002990726
8119.2,333,358,2.627206975,92.03294161,90.6722717,4,44.7575455,14.6843567,7.057490326,0.073084085,70.34269757,0,0,2.845701447
25929.14,2855,1540,3.357460923,84.80238079,87.5645523,5,44.5923996,17.8267555,3.988043141,0.043354164,33.82797337,0,0,3.070387583
13087.08,1694,1537,0.012645579,50.53831539,76.7311478,9,84.9333115,0.0581395,0.854905178,0.113591315,0,0,0,-0.152159655
32533.45,2416,2264,0.478083051,89.03262901,85.558754,13,63.3696938,1.4650491,0.456154142,0.008451695,0,0,0,0.121037985
11306.56,1202,1351,0.147840011,92.64659271,92.1162338,8,65.6016083,0.8432236,0.037533708,0.000816685,0,0,0,-0.009030264
25138.49,3317,3450,5.481245741,87.46126468,87.9508591,8,29.0176868,12.5581226,5.394530188,0.062377754,0,0,0,2.649113011
21111.1,1970,1600,2.069554294,68.26007326,74.9341583,6,51.2305412,13.0042057,4.739379079,0.106274027,52.42215727,0,0,1.483218268
10257.67,411,430,0.135956503,77.38246506,90.6567841,5,65.7945251,1.5755248,0.139587793,0.001684256,0,0,0,-0.008304403
26639.06,1859,1604,2.815689077,86.58532618,88.4130325,4,45.105442,16.8054447,8.158054327,0.102160018,79.62809231,0,0,2.985066385
19692.18,1501,1520,4.586025938,92.08262085,88.132576,5,32.1232796,18.3535709,4.378120678,0.039575804,0,0,0,1.991084112
27565.4,152,171,1.942510719,83.04704196,86.8999786,3,24.8014221,39.989563,5.495021881,0.057217703,0,0,0,0.246857925
12928.25,2701,2967,0.151060519,94.19958895,90.8148346,12,59.5573006,1.6882085,0.088643068,0.009812853,0,0,0,1.210743739
31614.47,1388,1141,1.343378007,64.78066201,75.0520172,4,48.3668938,17.1908169,4.287177203,0.105171444,39.87429063,0,0,0.775313621
20398.74,755,837,2.728901791,90.00900862,85.0412903,4,23.9425468,37.4087639,7.093701784,0.065971829,75.13897831,0,0,4.53506848
13715,605,466,0.003609761,70.06802721,77.3102722,10,85.8163528,0.0974263,1.653505371,1.73221652,0,0,0,0.094378021
27286.96,576,613,3.997867743,81.37602506,78.1441193,4,17.7424812,35.6111412,4.658287305,0.060812805,0,0,0,2.559772208
19261.91,1094,1108,1.949508966,82.68825759,84.331337,5,25.6593285,40.8447876,5.60398521,0.06266913,51.51155198,0,0,1.397183597
21397.85,2998,2810,0.217628181,83.98206866,84.6012115,8,60.9808617,1.6050667,0.180158796,0.005866389,0,0,0,-0.069612925
12993.56,882,765,3.022074134,47.28753181,63.1694794,4,41.7732124,18.2849808,9.55824123,0.187193913,36.36761475,0,0,2.165874833
37772.82,8067,7425,0.002157733,41.39705882,75.147171,13,85.1092987,0.0177278,0.563437441,0.446818985,0,0,0,0.056414409
32864.25,841,783,0.002078525,44.98044329,80.6702347,4,93.8478622,0.0202996,0.534449694,0.586555843,0,0,0.002522603,0.054343502
10327.69,314,296,4.109944553,79.30547532,85.9282455,4,45.5591698,14.9248905,2.33567381,0.044153234,0,0,0,3.758531525
18563.23,3241,3004,0.004936318,45.04504505,75.9569473,14,83.1694565,0.0790705,0.581231177,0.029206095,0,0,0,-0.059396927
11073.32,193,137,0.482038642,61.18219499,94.6151047,4,47.5228119,36.0898018,2.628683413,0.029273316,15.58430295,0,0,0.345469806
15017.48,6694,4006,0.003019369,42.02401372,72.6055298,11,85.2189255,0.1510842,1.042210947,1.109584056,0,0,0,0.078942083
35469.61,2921,2732,0.133598002,94.24307036,95.7081909,5,72.0496216,1.0653404,0.099190371,0.001301499,0,0,0,0.113420416
28426.98,1662,1652,0.130085097,90.24609844,93.3423004,5,69.9506302,0.1514949,0.088115493,0.003567178,0,0,0,-0.00794577
20894.96,1530,1402,1.957798733,75.08903134,80.4391251,5,26.4513721,38.8950577,3.599608367,0.049052291,48.05014532,0,0,1.403124747
11052.3,2971,2809,2.699659453,96.84114777,93.8239136,11,43.6826973,17.256094,4.954660221,0.066055817,73.80474489,0,0,2.468830182
13216.75,785,895,0.090471129,95.02857143,88.3267593,9,62.1483994,0.3645178,0.055687782,0.001818807,0,0,0,-0.023165909
30980.65,1722,1775,3.468984939,80.61317678,80.4033432,5,46.4221802,14.2825317,4.888120781,0.04789496,15.62777036,0,0,2.855671466
33599.28,315,309,0.261597092,78.05995651,84.7847977,5,60.3029327,0.5001944,0.170843617,0.00250615,0,0,0,0.212142162
15586.4,86,83,7.65033E-05,57.14285714,99.2442245,0,99.3678207,0,0.16073316,0.520677461,0,0,0,-0.000920537
17181.2,688,602,0.000381831,70.49180328,93.276413,4,95.7494202,0,0.279237023,0.291287605,0,0,0,-0.004594436
35066.77,4806,4239,0.005201607,37.78409091,68.1862259,14,80.7709427,0.118411,3.068261399,0.365328145,0,0,0,0.109162898
8405.85,465,424,4.063614713,86.21265789,82.3278656,5,37.0867424,13.523386,7.590928745,0.086050695,69.14963162,0,0,4.401569568
11406.57,383,347,1.457942475,87.57344301,94.1789474,6,63.7553101,3.4825079,1.021972219,0.018629688,0.123157495,0,0,1.192351267
19881.87,764,688,2.722650564,92.27632939,93.8969879,4,38.9590263,31.9333668,3.379670515,0.05078179,78.17433622,0,0,2.489855482
15958.91,1598,1527,0.229883278,82.87147004,83.8013687,9,60.718998,0.1972504,0.133807869,0.004954673,0,0,0,-0.073532974
15598.97,565,578,2.922510116,87.60873225,90.690834,3,44.4812317,16.978735,4.277802155,0.055352517,78.35042128,0,0,2.675757395
29155.21,5254,5237,0.137015599,97.29057592,95.170784,8,68.3106537,3.0998862,0.144746228,0.020152707,0,0,0,0.926577297
16199.41,221,220,0.255614501,90.5663847,89.6748199,5,57.6404686,1.6443875,0.128303662,0.001692283,0,0,0,0.002584711
16903.77,397,421,0.154704083,87.58588012,89.8274078,4,62.6942329,7.077508,0.107809648,0.003371396,0,0,0,-0.021817835
23624.61,33,30,0.272084206,86.81122449,93.5333176,6,67.8062592,4.9338655,0.245147094,0.006126743,0,0,0,-0.262111865
16972.85,747,713,4.563433859,87.34212814,87.0205917,5,25.5701485,19.8870182,8.006549422,0.128944248,49.96136152,0,0,3.270544041
25145.86,91,86,0.32919133,77.0066335,81.6665802,6,57.6107101,1.1793444,0.128655452,0.001524404,0,0,0,-0.049546305
19921.57,2110,2104,1.610091587,91.2312812,93.8264542,8,57.6142654,5.2269964,1.64133912,0.038326301,4.423013067,0,0,0.685729747
18187.09,824,769,0.066131007,81.71998338,68.944931,44,39.8250504,0.0838968,0.03183032,0.000560487,0,0,0,0.011043693
17839.11,3787,3553,0.004894579,69.62323391,80.1471634,10,86.7516708,0.1024002,1.251300382,0.317251382,0,0,0,-0.057031727
15662.08,2643,2479,0.198179322,84.22572494,85.8863068,8,57.8426056,0.4381583,0.038297746,0.000887418,0,0,0,-0.012105056
23517.11,1777,1609,0.006598075,71.46103462,75.9683762,19,73.512146,0.1495128,1.470717604,1.548712646,0,0,0,0.166136864
36345.04,2056,2032,0.221652174,88.87037833,90.1439438,5,66.9868088,0.9856985,0.275612824,0.00654403,0,0,0,0.104313432
12973.27,4038,3559,0.004104385,50.44642857,58.2232513,14,82.1197739,0.0017189,0.967589069,0.925486162,0,0,0,0.107310079
17054.81,865,928,3.179521329,89.8157172,85.1950607,4,37.1107254,25.7994232,7.938940927,0.102023124,17.13034389,0,0,1.278951087
25154.19,589,536,0.195624709,84.40455979,84.5685196,11,56.5005798,0.48573,0.133807502,0.001752307,0,0,0,0.211169125
28830.66,3925,3505,0.003193668,27.08578143,75.6324158,9,87.7813187,0.0825534,1.020517699,0.251939298,0,0,0,0.065338
5429.31,2528,2021,0.006157391,41.37264379,39.2867622,30,64.4475861,0.0653498,1.033111615,0.637692782,0,0,0,0.160986389
